#q1           q2            q3            q4            q5            q6            q7            q8            q9            q10           q11           q12           q13           q14           q15           q16           lamb9         lamb10        lamb11        lamb12        lamb13        lamb14        lamb15        lamb16        
8.3998715734892819e-15  1.0000000000000000e+00  -1.0013568052393189e-01  3.0231089625095255e+00  -1.0098073898528106e+00  1.5451153364644529e+01  -1.0775421413889624e+01  1.1284761258800472e+02  -1.3272235961138185e+02  1.0872601650789672e+03  -1.8959523010691810e+03  1.3185015868790953e+04  -3.1163818140157688e+04  1.9493231130717372e+05  -5.8381731299566338e+05  3.4296877493064683e+06  -4.9930088564596846e-02  5.0074854792645129e-01  1.6666887519415384e-02  2.9137379384741444e-04  3.0593126833988649e-06  1.9277792501901848e-08  6.7408282343195782e-11  1.0080862130574415e-13  
-8.3106776996256953e-17  9.9999999999999978e-01  1.3080988146347127e-02  3.0059931516934366e+00  1.3363039997096404e-01  1.5091421243492977e+01  1.4355345639283581e+00  1.0630449793019271e+02  1.7651264392079980e+01  9.6498828854532610e+02  2.4907534120402579e+02  1.0732658382338721e+04  3.9938367767428440e+03  1.4144090465388828e+05  7.1954766116252140e+04  2.1567306735024359e+06  6.2368506508677073e-03  5.0145250441091327e-01  -1.9867678316812494e-03  -2.4430657377865882e-04  -1.7930033679943741e-05  1.3438436328588154e-06  4.3937371481477834e-08  4.1014112303665305e-10  
-5.8218609301120111e-17  1.0000000000000002e+00  1.4031493646335366e-01  3.0449093176678086e+00  1.4258629059670482e+00  1.5886301299785492e+01  1.5444579140327205e+01  1.2064961516880619e+02  1.9493268329704372e+02  1.2346612724581112e+03  2.8859065882532277e+03  1.6237650284224332e+04  4.9795452327337240e+04  2.6503501428124250e+05  9.9289576975792425e+05  5.2190290384327127e+06  6.9808930047372861e-02  5.0133157171291343e-01  -2.3333437248105552e-02  5.9254527373259788e-04  -9.3202894524059886e-06  8.8716129253196971e-08  -4.6800194627294278e-10  1.0496923096815778e-12  
3.1966977284233712e-17  1.0000000000000002e+00  -2.3608901855856237e-01  3.1283263128715308e+00  -2.4720343195620917e+00  1.7615432336204684e+01  -2.8388432000083821e+01  1.5371460197819596e+02  -3.9400851335950000e+02  1.9218437724975051e+03  -6.6949270144584243e+03  3.2443727973427740e+04  -1.3888920605977305e+05  7.0485828414367861e+05  -3.4907957765732151e+06  1.9003172021573801e+07  -1.1636306894351328e-01  5.0377647164879824e-01  3.9081303229814950e-02  1.6454735514541984e-03  4.3673384973647206e-05  7.3761184496303095e-07  7.2732071076163820e-09  3.1831218340515801e-11  
6.5817113250853456e-17  1.0000000000000002e+00  -2.1131845541516478e-01  3.1001854292121007e+00  -2.1882677792976608e+00  1.7026888003951104e+01  -2.4608707039754758e+01  1.4211944388217961e+02  -3.3029315786563183e+02  1.6690580628744078e+03  -5.3484620584822824e+03  2.6095289082190138e+04  -1.0408354568342872e+05  5.1928799245303590e+05  -2.4150792489819010e+06  1.2694722322791910e+07  -1.0460146417955619e-01  5.0248476800454112e-01  3.5064963786996091e-02  1.4209353397396085e-03  3.9767843464475822e-05  7.4309752073739949e-07  8.2074644254131021e-09  3.9797846082156973e-11  
1.8507486279021747e-16  1.0000000000000000e+00  -2.3041391969072331e-02  2.9837999333592236e+00  -2.3286085297738196e-01  1.4764107102685275e+01  -2.4563539753068198e+00  1.0180972312930544e+02  -2.9442148516765247e+01  8.9899139733595462e+02  -4.0211287978359934e+02  9.6684820737215905e+03  -6.1976110550909880e+03  1.2253618893699614e+05  -1.0661001600241278e+05  1.7879365037551203e+06  -1.0946034994154167e-02  4.9571824325918196e-01  3.4056030221707211e-03  7.1265228459719730e-04  5.1320438560815447e-05  3.9481807938381821e-06  3.3860295028101931e-07  1.1175441279600339e-08  
-4.3260352881995468e-16  9.9999999999999289e-01  2.3063519878805425e+00  1.6868967842872973e+01  1.2277901293884149e+02  1.0104495377117374e+03  8.6112339373326649e+03  7.5336397512659096e+04  6.7015943623762380e+05  6.0368836680796565e+06  5.4917475281073906e+07  5.0359763708894604e+08  4.6490071571566515e+09  4.3162831326640953e+10  4.0271437114623792e+11  3.7735783226081401e+12  4.9128553470502923e-01  7.2000376502399555e-01  -2.0753129534993497e-01  2.4687771551871997e-02  -1.5542774010621474e-03  5.5809505206637200e-05  -1.0806119319195346e-06  8.8000596240680394e-09  
-9.8428274979211759e-17  9.9999999999999944e-01  1.4463036840723914e-01  3.0479099959226885e+00  1.4714543660412835e+00  1.5945998375194563e+01  1.5973633894329827e+01  1.2172973220798670e+02  2.0231999738633479e+02  1.2554716601558141e+03  3.0104997170064171e+03  1.6681466061911473e+04  5.2300521295305785e+04  2.7562748338228330e+05  1.0519298069704974e+06  5.5024133982707970e+06  7.1920326894265543e-02  5.0145652917583583e-01  -2.4042334446555361e-02  6.2201265214732781e-04  -1.0105708037619089e-05  1.0197800205825759e-07  -5.8508988009546892e-10  1.4478262043624501e-12  
9.9866211786392476e-16  9.9999999999999978e-01  -2.9361814212134081e-02  2.9959602349886225e+00  -2.9514694179946172e-01  1.4947629805780240e+01  -3.1106318374735116e+00  1.0438553087994325e+02  -3.7418400566147540e+01  9.3760885634480951e+02  -5.1517285245284279e+02  1.0303788501674795e+04  -8.0395927245786088e+03  1.3404336035722712e+05  -1.4063963305084550e+05  2.0166949769956032e+06  -1.4395877970131386e-02  4.9862552746427952e-01  4.6837933574583783e-03  2.4856533323589105e-04  2.4128527329260455e-05  2.4395903252429937e-06  1.5923384093953679e-07  3.6279426432754238e-09  
3.6557868710960911e-17  1.0000000000000002e+00  3.3710640015541166e-01  2.8515633582796669e+00  2.8938798620998609e+00  1.3912220847732387e+01  2.5685998543669186e+01  1.0030790832948574e+02  2.6252292393147115e+02  9.7457047572890224e+02  3.1396958384593804e+03  1.1913145686931499e+04  4.3774541199256702e+04  1.7475749854706108e+05  7.0440115758340689e+05  2.9833596427643425e+06  1.8660894193110278e-01  3.6003172880463774e-01  -4.4344748704453818e-02  3.2654777772956785e-02  -7.5587631984158615e-03  8.2657466188612919e-04  -4.5098825733912447e-05  9.9350749681231834e-07  
3.7673617669901551e-15  1.0000000000000000e+00  8.7651677748495943e-02  3.0183568572999513e+00  8.8268927512774631e-01  1.5355052013771846e+01  9.3910725787503377e+00  1.1112984842914523e+02  1.1508821443974223e+02  1.0553155704977532e+03  1.6315886183061798e+03  1.2541395230573240e+04  2.6536556363260508e+04  1.8071588932371387e+05  4.9029467127514211e+05  3.0845871688858555e+06  4.3708736867260414e-02  5.0073498100291269e-01  -1.4585042677271740e-02  1.9640003176662357e-04  -1.4909600761523861e-06  6.6010199563421646e-09  -1.5982725296122823e-11  1.6441032781510928e-14  
7.7371183851740305e-16  9.9999999999999944e-01  2.7189957992579662e-02  2.9863847024310886e+00  2.8144420280159199e-01  1.4803631659811131e+01  3.0367724406267929e+00  1.0238653440794010e+02  3.7190582171468591e+01  9.0817747479603270e+02  5.1853636468927209e+02  9.8315645688314835e+03  8.1541427793723988e+03  1.2575623435967720e+05  1.4307971277443666e+05  1.8580737161603575e+06  1.2082278428655623e-02  4.9646676549649121e-01  -3.4678065071517515e-03  5.4894584325544562e-04  -1.1358579620343725e-04  1.0733058001645367e-05  -5.8822962454265582e-07  1.3305954077153323e-08  
1.6345968180322237e-16  9.9999999999999889e-01  -5.3967716284265177e-01  3.5923051520264977e+00  -6.3185891076571910e+00  2.8549599032164942e+01  -9.0891426609809187e+01  4.0773098303028172e+02  -1.7671184514100614e+03  8.8024834576470166e+03  -4.5764798928716191e+04  2.5674349649815471e+05  -1.5163938238969014e+06  9.4496153448457997e+06  -6.1607134202083826e+07  4.1884039638705891e+08  -2.6585451503527485e-01  5.0531851909281966e-01  9.2224581366656316e-02  1.1000652721274172e-02  7.8275041952941156e-04  3.4099152289078998e-05  8.4020439822961939e-07  9.0441773557887812e-09  
-1.6639412949339786e-17  9.9999999999999944e-01  1.5458351709671522e-01  3.0547179364203410e+00  1.5765178176821881e+00  1.6083400705871959e+01  1.7194964957190191e+01  1.2424283649417947e+02  2.1946310436505314e+02  1.3043804702464358e+03  3.3022151285576820e+03  1.7735808988184217e+04  5.8237836816792224e+04  3.0110264288523170e+05  1.1939598521203583e+06  6.1937777873977944e+06  7.6814523839103921e-02  5.0165204831459120e-01  -2.5689403633370515e-02  7.1148019890583767e-04  -1.2269495587828207e-05  1.3165155087591259e-07  -8.1502704592977355e-10  2.2462792940674142e-12  
1.7543146080884826e-16  9.9999999999999978e-01  4.9675487886265857e-01  3.2958704966653101e+00  4.9568789861624003e+00  2.1236167676466909e+01  5.5309529495033715e+01  2.1830772188738820e+02  7.5582819462881037e+02  3.0999461240016940e+03  1.2602582273899312e+04  5.5521339136475915e+04  2.5085472289679578e+05  1.1897768097046460e+06  5.8230105809496343e+06  2.9544104570571765e+07  2.7540049943790873e-01  4.5752347682192729e-01  -9.3778745588728465e-02  1.9985618220528720e-02  -2.2767550046054645e-03  1.5666358678802477e-04  -6.5642374342041144e-06  1.3513090695371306e-07  
-5.4065400489489423e-17  1.0000000000000000e+00  -2.7086003861020980e-01  3.1335782451367038e+00  -2.7955486038184327e+00  1.7800474334174183e+01  -3.1573153004457271e+01  1.5730567146590548e+02  -4.2957296432327001e+02  1.9795456732317630e+03  -7.1105334417409313e+03  3.3097061069096962e+04  -1.4214136590118014e+05  6.9659662873814022e+05  -3.3877504747246327e+06  1.7748843672516122e+07  -1.3611141289318532e-01  4.9710076057526731e-01  4.5699130475919031e-02  3.5813514085521153e-03  1.9095819758337414e-04  6.9750281440531333e-06  1.5805715315591100e-07  1.6277449666555264e-09  
-3.4803746136429048e-17  1.0000000000000004e+00  2.8703664044567440e-01  3.1876132052987658e+00  3.0640866066927961e+00  1.8913061538000751e+01  3.6590023298049275e+01  1.8061296275450616e+02  5.4137679983249575e+02  2.5470672080625823e+03  1.0080899064901776e+04  4.9467485097591474e+04  2.3554177933974328e+05  1.2536548109311268e+06  6.8316196721255714e+06  3.9882091122588865e+07  1.4089439040706303e-01  5.0497449180557308e-01  -4.7511232459555873e-02  2.5110264428162255e-03  -7.9641495404446936e-05  1.5045057993449560e-06  -1.5618171106197493e-08  6.8518940983333114e-11  
3.6082302154181976e-17  9.9999999999999978e-01  -1.8195529822075376e-01  3.0772758507859956e+00  -1.8719940236526165e+00  1.6539442261470860e+01  -2.0757922148500633e+01  1.3270693348812566e+02  -2.7203664950709447e+02  1.4734992898915962e+03  -4.2525296645373019e+03  2.1521226919584504e+04  -7.8933446761872910e+04  3.9711403654228250e+05  -1.7264471315711376e+06  8.9577350323788784e+06  -9.0109017454363963e-02  5.0258237342724676e-01  3.0173855331959324e-02  9.3012734437592903e-04  1.7318476831139568e-05  1.9522839894407084e-07  1.2312730711924634e-09  3.3378939570578660e-12  
-2.9895997069994811e-15  1.0000000000000004e+00  -1.3468896138517372e-01  3.0413777572710989e+00  -1.3669817486516023e+00  1.5815479794567935e+01  -1.4770734120711321e+01  1.1936737926467609e+02  -1.8569037584127119e+02  1.2100679425601074e+03  -2.7332316319319889e+03  1.5717685903308318e+04  -4.6793887604536154e+04  2.5277584094335139e+05  -9.2378438943862310e+05  4.8960333623151099e+06  -6.7034654029628105e-02  5.0122964270433734e-01  2.2401048360221557e-02  5.4594099742790803e-04  8.3007731754018375e-06  7.7578396003028529e-08  4.0934698943760447e-10  9.3505056324727333e-13  
-2.9226209070197126e-17  1.0000000000000004e+00  -2.0066736813138064e-01  3.0928538829467076e+00  -2.0749324781689764e+00  1.6864664656476702e+01  -2.3245338066789934e+01  1.3892204904030535e+02  -3.0984150364950688e+02  1.6017651949851863e+03  -4.9648443736250765e+03  2.4505161807572775e+04  -9.5255992599223842e+04  4.7638351914828044e+05  -2.1715667434594040e+06  1.1367382891289867e+07  -9.9278481455195439e-02  5.0285027254635817e-01  3.3279884170181614e-02  1.1770447145628155e-03  2.5047283136940078e-05  3.2148935772663812e-07  2.3092409345988409e-09  7.1468108068864636e-12  
-2.4941911184567442e-17  9.9999999999999978e-01  -1.1924180041340816e-01  3.0328217107304427e+00  -1.2067521758232838e+00  1.5643124792225358e+01  -1.2964990418123953e+01  1.1625452199991973e+02  -1.6145907085876519e+02  1.1508416599391717e+03  -2.3437825022194647e+03  1.4481797415491730e+04  -3.9374262804409496e+04  2.2415272172072457e+05  -7.5864164970292256e+05  4.1584944702462251e+06  -5.9386986122511386e-02  5.0106530731310051e-01  1.9835149090009812e-02  4.1152728818109023e-04  5.1495021482868860e-06  3.8909329965203411e-08  1.6453303381986083e-10  3.0088310651542860e-13  
-1.2021163195108029e-17  1.0000000000000002e+00  3.0979650108597871e-02  2.9398105431388188e+00  3.2211517470382334e-01  1.4134064263271751e+01  3.4122403882452570e+00  9.3517323744708492e+01  4.0207091268056310e+01  7.8364514221406910e+02  5.2977432000294698e+02  7.9240811631731149e+03  7.7471006010201136e+03  9.3713285929622711e+04  1.2458802431450703e+05  1.2684002178108122e+06  1.2084364120129995e-02  4.8446877439713398e-01  -2.5427061434307257e-03  2.4129624446199332e-03  -3.1431075855222417e-04  4.0366092077304649e-05  -2.1767031355255368e-06  7.9062402377721795e-08  
1.1093365374520235e-17  1.0000000000000000e+00  -2.1163853373831884e-01  3.0900343845039573e+00  -2.1751632092718891e+00  1.6851179468295374e+01  -2.4184203747722201e+01  1.3899247537415471e+02  -3.1948831925165030e+02  1.6037574349970148e+03  -5.0656892532067159e+03  2.4476213995144386e+04  -9.5949908484693500e+04  4.7219568838696118e+05  -2.1523961192880995e+06  1.1111257310759176e+07  -1.0530321378252427e-01  4.9999403677257087e-01  3.5192821200678362e-02  1.8612120346095965e-03  8.6211279208704190e-05  2.9544593692127054e-06  5.9737138331982201e-08  5.1718439502914985e-10  
1.9915235399891282e-16  9.9999999999999933e-01  7.6342314754613682e-03  2.9937843738668644e+00  7.6224084293313593e-02  1.4907987659943492e+01  7.9717932112353962e-01  1.0372988306110074e+02  9.5056048359879117e+00  9.2623165839995272e+02  1.2957225556225612e+02  1.0090179710016317e+04  1.9992685153029618e+03  1.2967850038762800e+05  3.4527510786340674e+04  1.9197670587155600e+06  3.7932909791676532e-03  4.9838761654651231e-01  -1.2474282461049984e-03  2.7489610916418258e-04  -4.4164968113900082e-06  -4.5125217070319876e-07  6.6043769058956922e-08  3.7307444639337896e-09  
-5.9623932646887703e-17  9.9999999999999967e-01  1.6345987762096356e-01  3.0593050972813955e+00  1.6682169106644449e+00  1.6182785048335994e+01  1.8234135926894808e+01  1.2612528144892688e+02  2.3367663916307987e+02  1.3416594465648436e+03  3.5385471316372787e+03  1.8545849048206423e+04  6.2959577040077624e+04  3.2072864507410279e+05  1.3053870532965732e+06  6.7264417418064428e+06  8.1284634664815822e-02  5.0139919499863339e-01  -2.7193290512554182e-02  8.7151683673328056e-04  -1.8092527437050590e-05  2.3512137817499224e-07  -1.7361816786513394e-09  5.5596756808640198e-12  
-1.1227839722382385e-16  9.9999999999999967e-01  -1.3644858650133396e-01  3.0431062571447312e+00  -1.3861277512377859e+00  1.5847742904561262e+01  -1.5000663343569776e+01  1.1992912233899651e+02  -1.8901131072723322e+02  1.2206400521001046e+03  -2.7908869088034235e+03  1.5939928512457333e+04  -4.7978622040250011e+04  2.5803162858588726e+05  -9.5210429720008885e+05  5.0357253755291253e+06  -6.7869390897411952e-02  5.0141336974796913e-01  2.2682145668520958e-02  5.3435853268839607e-04  7.5650014970234783e-06  6.4396569274975154e-08  3.0546865397438283e-10  6.2424256003723466e-13  
1.5622295203690245e-16  1.0000000000000004e+00  -5.6997190991201874e-01  3.8420248691664391e+00  -7.8791254849122110e+00  3.9095800261069577e+01  -1.6190727776721130e+02  9.1642293222170679e+02  -5.5538764364919016e+03  3.8230336595351808e+04  -2.8231653656770143e+05  2.2147899743373562e+06  -1.8114406690837897e+07  1.5294743748368889e+08  -1.3224534350378439e+09  1.1646909754981462e+10  -2.5752069995582205e-01  5.2375704207021645e-01  8.9251451589912156e-02  7.7015039333741750e-03  4.1164496307393160e-04  1.3765020374707724e-05  2.6199847400280676e-07  2.1588699599446209e-09  
7.2002844411286571e-17  9.9999999999999967e-01  -1.8038156104964054e-01  3.0744378193153881e+00  -1.8524428916338072e+00  1.6485638978434466e+01  -2.0481322782788705e+01  1.3172120650718227e+02  -2.6726236818615502e+02  1.4533542212058403e+03  -4.1530987672361407e+03  2.1048501572310506e+04  -7.6481942089518852e+04  3.8433422399866820e+05  -1.6560585794671141e+06  8.5614629511280116e+06  -8.9453053456486131e-02  5.0220002371421080e-01  2.9953194329052333e-02  9.7298594938322362e-04  1.9380828882773291e-05  2.3410639090615029e-07  1.5802689570134845e-09  4.5723949302145834e-12  
3.5121602500035148e-16  1.0000000000000060e+00  4.1271932454380872e-01  3.1858983446651101e+00  4.0742698067853418e+00  1.9000821669984649e+01  4.3676176730345183e+01  1.7640792154518959e+02  5.5683342406797954e+02  2.2384433094138294e+03  8.4367297896203254e+03  3.5474920083595505e+04  1.4911789826727891e+05  6.6368725272113841e+05  3.0101036495955759e+06  1.4154724582492908e+07  2.1706958270857113e-01  4.6896509864344849e-01  -6.9186293724963988e-02  1.1564735896752965e-02  -2.1295191039726429e-03  5.1486767239177238e-04  -6.2171436194789488e-05  2.8688270799137982e-06  
-1.2474088427762459e-17  1.0000000000000004e+00  -1.3623560307704771e-01  3.0421439936917043e+00  -1.3829546939200685e+00  1.5831595249480838e+01  -1.4950113730669347e+01  1.1966610685963741e+02  -1.8809499021701495e+02  1.2158572444237748e+03  -2.7719788986445806e+03  1.5840331934001475e+04  -4.7536983957180724e+04  2.5565667784181482e+05  -9.4049722887426312e+05  4.9713441860789005e+06  -6.7804137194072925e-02  5.0121068961678550e-01  2.2658260608389404e-02  5.6650243130925879e-04  9.1235958233586964e-06  9.2873594436235492e-08  5.4974308821760892e-10  1.4556914129924401e-12  
-3.4670845145020904e-17  1.0000000000000000e+00  1.6435479701346292e-01  3.0612154110767702e+00  1.6794800605272899e+00  1.6217287105079468e+01  1.8393644097699450e+01  1.2672773142118575e+02  2.3638901308323108e+02  1.3533707564186063e+03  3.5933421019222069e+03  1.8806230650078036e+04  6.4252468576719293e+04  3.2736181623195537e+05  1.3405033543870864e+06  6.9189974685454648e+06  8.1650713929183980e-02  5.0170964366059134e-01  -2.7319339480747225e-02  8.3015818136203238e-04  -1.5689823449609947e-05  1.8125941977545171e-07  -1.1873829909201329e-09  3.4361238873575189e-12  
-2.7720010808343864e-17  9.9999999999999978e-01  1.4698078716210539e-02  3.0114515417286309e+00  1.5256666874392355e-01  1.5176025514717791e+01  1.6681782709267079e+00  1.0753441833974094e+02  2.0916511868200352e+01  9.8424347783535086e+02  3.0158758279786548e+02  1.1066040227421523e+04  4.9522918993472776e+03  1.4784365000984856e+05  9.1591955847803576e+04  2.2926579790850184e+06  6.7729678797434061e-03  5.0270834418342114e-01  -2.0873652193702675e-03  -4.4234031577410326e-04  -3.2833279747589665e-05  2.5815843095094721e-07  8.6708977580453277e-08  4.9112141253746741e-09  
3.3153148925210249e-16  1.0000000000000007e+00  -4.3990816846602148e-03  2.9841405514167927e+00  -4.1350029003211553e-02  1.4762533839164156e+01  -4.0716279994677296e-01  1.0168959122653477e+02  -4.5725524296850351e+00  8.9567916886651665e+02  -5.8733254489733099e+01  9.5887712359182369e+03  -8.5454850041699297e+02  1.2063574272466621e+05  -1.3927745281628524e+04  1.7412299548196737e+06  -2.5419659476633282e-03  4.9608457152307156e-01  9.6926155306487397e-04  6.3705223216031965e-04  -2.6914921031270420e-05  2.3094165260407926e-06  4.6136297130418263e-07  3.7649116351696218e-08  
-6.9347147799277425e-17  9.9999999999999978e-01  1.5671062293081997e-01  3.0578354548636355e+00  1.6013007038635125e+00  1.6141099659105638e+01  1.7519275030402476e+01  1.2526013686671617e+02  2.2460989106491843e+02  1.3241171932518507e+03  3.4005459193354977e+03  1.8170068232058864e+04  6.0457834895205517e+04  3.1199041481352889e+05  1.2521585140499827e+06  6.5038817352369512e+06  7.7759248431924957e-02  5.0206802222316171e-01  -2.6007624484337348e-02  6.6742536247164832e-04  -1.0176140765069886e-05  9.2855548801805169e-08  -4.6921626173661156e-10  1.0108481385693955e-12  
2.6350789070038585e-17  1.0000000000000000e+00  1.6462585792402354e-01  3.0616932770289509e+00  1.6828782837634553e+00  1.6226345448499458e+01  1.8441456675669997e+01  1.2689271373108093e+02  2.3720077412163272e+02  1.3566979056979962e+03  3.6098373370061804e+03  1.8882652671543125e+04  6.4646669956620579e+04  3.2936763051282824e+05  1.3514065698330132e+06  6.9789044351181537e+06  8.1754694641391318e-02  5.0177358805921068e-01  -2.7350606108790119e-02  8.2281150945853157e-04  -1.6106572903517227e-05  2.0133064556090609e-07  -1.4718797405890849e-09  4.7785499071482784e-12  
1.9089116181295002e-16  1.0000000000000000e+00  1.7471122780169362e-02  2.9955715942296561e+00  1.7464335400281364e-01  1.4936225415110448e+01  1.8300388120961355e+00  1.0414476850083237e+02  2.1880733621942280e+01  9.3274010084311010e+02  2.9929524073382072e+02  1.0202116333461227e+04  4.6375412558426433e+03  1.3179522309901405e+05  8.0487836545941260e+04  1.9636171551393925e+06  8.6849808979744900e-03  4.9877309491685623e-01  -2.8653118382525712e-03  2.1070976006366173e-04  -7.0299506232948350e-06  9.0345885028335521e-07  4.7851196670715681e-09  5.1825760078492414e-09  
